Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
AALM11,AURA ALMAS MINERACAO S.A. (*) (**),13/07/2026,"DI + 4,35%",1.9,1.5862,1.7449,0.0572,1.6877,1.8022,529.739652,103.0124,296.71,,
AALR13,CENTRO DE IMAGEM DIAGNOSTICOS S/A (*) (**),04/10/2027,"DI + 2,75%",9.8981,6.0475,8.6768,1.8156,6.8612,10.4926,937.640097,91.7196,381.7,,
AEGE16,EQUIPAV SANEAMENTO S.A. (*) (**),11/03/2034,"DI + 3,9%",3.0016,2.7907,2.9541,0.4414,2.5127,3.3956,1045.888305,104.1324,1123.59,0.5,
AEGP14,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),05/02/2025,"DI + 1,8%",0.6558,0.2829,0.5489,0.4683,0.0806,1.0172,510.509496,100.4574,93,,
AEGP17,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),12/04/2027,"DI + 2,15%",1.5389,1.4,1.4768,0.0763,1.4005,1.5532,1065.404734,100.8832,335.68,,
AEGP19,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),04/10/2028,"DI + 1,9%",1.928,1.7116,1.7972,0.0742,1.723,1.8715,1060.485816,100.2419,603.43,0.35,
AEGPA1,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),02/09/2029,"DI + 2,45%",2.437,2.195,2.2901,0.0919,2.1983,2.3821,1012.222647,100.4812,774.83,,
AEGPA3,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),15/03/2026,DI + 3%,2.1103,1.8872,2.0028,0.2163,1.7865,2.2193,1016.021876,101.3417,345.3,,
AEGPA4,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/10/2028,"DI + 3,47%",2.5245,2.2781,2.3835,0.0913,2.2921,2.4749,1080.922528,102.5827,610.54,,
AEGPA7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2026,"DI + 2,75%",2.0347,1.8,1.9343,0.136,1.7984,2.0704,1016.81275,101.4254,447.68,,
AEGPA9,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/06/2029,"DI + 2,75%",2.4439,2.1879,2.3305,0.1141,2.2164,2.4448,1043.982525,101.3093,802.32,,
AEGPB7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2028,"DI + 2,95%",2.3598,2.1,2.2261,0.0709,2.1553,2.2971,1022.598599,101.9986,707.73,,
AERI11,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,15/01/2026,"DI + 2,9%",13.5871,9.3261,11.9286,2.1204,9.8082,14.0492,641.931087,93.8821,186.63,,
AERI12,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,31/07/2026,DI + 2%,12.7035,8.7003,11.0363,2.1092,8.9271,13.1456,913.761426,89.7529,318.33,,
AESB11,AES BRASIL ENERGIA S.A. (*) (**),10/03/2025,"DI + 2,3%",--,--,1.4921,0.4033,1.0888,1.8954,307.191519,100.3593,114,,
AETE11,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A. (*) (**),10/09/2026,"DI + 2,7%",2,1.5,1.7751,0.0376,1.7374,1.8128,656.513982,101.4064,389.39,,
AGAU13,AGASUS S.A. (*),15/03/2027,"DI + 4,5%",4.2449,3.7,3.9654,0.0567,3.9086,4.0222,1011.816218,100.8932,437.16,,
ALGA19,ALGAR TELECOM S/A (*) (**),10/10/2024,"DI + 0,7%",0.5,0.0715,0.2873,0.0343,0.2529,0.3217,1050.393224,100.0212,13,,
ALGA28,ALGAR TELECOM S/A,15/02/2026,"DI + 0,9%",0.6551,0.4666,0.5432,0.0988,0.4443,0.6421,10147.203106,100.3039,215.95,,
ALGAA1,ALGAR TELECOM S/A (*),15/07/2028,"DI + 1,6%",0.9488,0.5083,0.7329,0.1752,0.5577,0.9082,1046.939265,102.3341,679.53,,
ALGAA2,ALGAR TELECOM S/A (*),15/01/2029,"DI + 1,55%",1.1266,0.95,1.0242,0.0538,0.9704,1.0781,1039.061338,101.5739,759.08,,
ALGTA3,ALGAR TELECOM S/A (*),17/02/2027,DI + 2%,1.1918,0.9,1.06,0.0475,1.0125,1.1076,1023.794771,101.1787,319.66,,
ALMC12,ALUBAR METAIS E CABOS S.A (*) (**),10/06/2027,"DI + 4,8%",5,4.207,4.6535,0.1578,4.4957,4.8114,784.864268,100.2022,363.91,,
ALSO15,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2027,"DI + 1,43%",0.9645,0.5529,0.7638,0.0197,0.7441,0.7835,1011.16033,100.8875,338.4,,
ALSO16,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),04/10/2024,"DI + 1,35%",--,--,0.9095,0.0467,0.8628,0.9563,1019.312346,101.0246,9,,
ALSO25,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2029,"DI + 1,55%",1.125,0.8343,0.9983,0.0683,0.9301,1.0667,1019.725658,101.7397,798.87,,
ALSR12,ALSOL ENERGIAS RENOVAVEIS S/A (*) (**),15/03/2025,"DI + 2,35%",1.8,1.3106,1.5679,0.0288,1.5391,1.5968,1006.082675,100.3629,119,,
ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),15/01/2027,"DI + 2,3%",2.3032,2,2.1622,0.0221,2.1401,2.1844,1026.63152,100.2124,396.81,,
ALUP17,ALUPAR INVESTIMENTO S/A (*) (**),15/10/2025,"DI + 1,4%",0.8441,0.4371,0.6516,0.0745,0.5771,0.7262,1056.143475,100.386,131.28,,
AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),25/04/2029,"DI + 2,75%",2.8829,2.2541,2.5736,0.1791,2.3944,2.7528,1050.999832,100.471,689.54,,
ANHB10,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),21/10/2026,"DI + 1,2%",0.5705,0.3,0.4366,0.0545,0.3822,0.4912,380.379397,100.7453,247.58,,
ANHBA2,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),04/11/2026,"DI + 1,3%",0.7381,0.1906,0.4654,0.0973,0.3681,0.5629,1057.397749,101.1892,360.48,,
ANHBA3,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),15/09/2027,"DI + 1,2%",0.7631,0.3126,0.5347,0.0448,0.4899,0.5796,1016.655462,101.4403,546.8,,
ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",1.2104,0.9345,1.074,0.0484,1.0256,1.1225,1063.638596,102.8227,670.15,0.1,
APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%",1.9576,1.6234,1.8086,0.0159,1.7927,1.8246,1009.015771,100.6594,495.18,,
APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%",0.8363,0.55,0.6987,0.0261,0.6726,0.7249,703.72802,100.2414,379.74,,
ARML12,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/11/2028,"DI + 2,5%",1.288,1.0918,1.2026,0.0051,1.1975,1.2078,1065.753003,102.2706,447,,
ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%",1.3727,1.05,1.231,0.0349,1.1961,1.266,1084.622463,103.4146,848.06,,
