Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
LIGH1B,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*),15/01/2025,"DI + 2,6%",--,--,--,--,--,--,325.189592,48.776,N/D,,
LIGHB4,LIGHT SERVIÇOS DE ELETRICIDADE S/A,15/04/2024,"DI + 1,95%",--,--,--,--,--,--,487.76,48.776,N/D,,
LIGHB6,LIGHT SERVICOS DE ELETRICIDADE S/A,15/04/2024,"DI + 1,25%",--,--,--,--,--,--,503.6,50.36,N/D,,
LIGHC3,LIGHT SERVICOS DE ELETRICIDADE S/A,15/10/2026,"DI + 1,65%",--,--,--,--,--,--,486.166666,48.6167,N/D,,
LIGHC6,LIGHT SERVICOS DE ELETRICIDADE S/A,15/04/2025,"DI + 1,35%",--,--,--,--,--,--,482.966666,48.2967,N/D,,
LIGHD3,LIGHT SERVICOS DE ELETRICIDADE S/A,15/10/2028,"DI + 1,95%",--,--,--,--,--,--,483.9,48.39,N/D,,
LIGHA5,LIGHT SERVICOS DE ELETRICIDADE S/A,15/10/2025,"IPCA + 6,8279%",--,--,--,--,--,--,487.76,48.776,N/D,,
LIGHA9,LIGHT SERVIÇOS DE ELETRICIDADE S/A,15/07/2025,"IPCA + 5,8%",--,--,--,--,--,--,493.533333,49.3533,N/D,,
LIGHB0,LIGHT SERVIÇOS DE ELETRICIDADE S/A,15/08/2025,"IPCA + 5,0867%",--,--,--,--,--,--,487.76,48.776,N/D,,
LIGHD2,LIGHT SERVICOS DE ELETRICIDADE S/A,15/04/2031,"IPCA + 4,7543%",--,--,--,--,--,--,487.5,48.75,N/D,,
