Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
AALM11,AURA ALMAS MINERACAO S.A. (*) (**),13/07/2026,"DI + 4,35%",1.9782,1.6096,1.8024,0.0751,1.7273,1.8776,530.392157,102.9042,292.73,,
AALR13,CENTRO DE IMAGEM DIAGNOSTICOS S/A (*) (**),04/10/2027,"DI + 2,75%",10.11,6.4694,9.1314,1.9854,7.146,11.1169,934.483685,91.2248,376.91,,
AEGE16,EQUIPAV SANEAMENTO S.A. (*) (**),11/03/2034,"DI + 3,9%",2.8872,2.5431,2.8511,0.4957,2.3554,3.3468,1052.928689,104.6016,1126.07,0.1,
AEGP14,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),05/02/2025,"DI + 1,8%",0.6673,0.2486,0.4686,0.2443,0.2243,0.713,511.518978,100.466,89,,
AEGP17,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),12/04/2027,"DI + 2,15%",1.5402,1.3983,1.4611,0.0167,1.4444,1.4778,1067.586837,100.8935,331.83,,
AEGP19,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),04/10/2028,"DI + 1,9%",1.9098,1.7,1.8047,0.0792,1.7256,1.884,1062.307546,100.223,600.06,,
AEGPA1,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),02/09/2029,"DI + 2,45%",2.4017,2.1692,2.2645,0.0538,2.2107,2.3184,1015.00106,100.5566,772.28,,
AEGPA3,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),15/03/2026,DI + 3%,2.1338,1.9,2.0172,0.1409,1.8763,2.1583,1017.784343,101.307,341.38,0.1,
AEGPA4,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/10/2028,"DI + 3,47%",2.4917,2.2704,2.3718,0.0444,2.3274,2.4163,1083.39492,102.5968,607.27,,
AEGPA7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2026,"DI + 2,75%",2.0833,1.8,1.9502,0.1246,1.8256,2.075,1018.482184,101.3852,443.82,,
AEGPA9,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/06/2029,"DI + 2,75%",2.4541,2.1839,2.3134,0.1037,2.2097,2.4172,1046.623744,101.3589,799.9,,
AEGPB7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2028,"DI + 2,95%",2.3291,2.1,2.2056,0.0793,2.1262,2.285,1025.201696,102.047,704.71,,
AERI11,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,15/01/2026,"DI + 2,9%",12.8957,9.9378,12.2748,2.3402,9.9346,14.6151,642.66695,93.7962,182.48,,
AERI12,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,31/07/2026,DI + 2%,13.2488,10.7169,13.0197,2.8693,10.1504,15.8891,896.745833,87.9126,313.29,,
AESB11,AES BRASIL ENERGIA S.A. (*) (**),10/03/2025,"DI + 2,3%",1.6281,1.4465,1.4663,0.4369,1.0293,1.9033,307.791887,100.3578,110,,
AETE11,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A. (*) (**),10/09/2026,"DI + 2,7%",2,1.5,1.75,0,1.75,1.75,658.00419,101.4305,385.53,,
AGAU13,AGASUS S.A. (*),15/03/2027,"DI + 4,5%",4.3402,3.7507,4.0092,0.0867,3.9225,4.096,1013.338171,100.8123,433.3,,
ALGA19,ALGAR TELECOM S/A (*) (**),10/10/2024,"DI + 0,7%",0.5,0.1026,0.2898,0.0367,0.2531,0.3266,1052.128898,100.0146,9,,
ALGA28,ALGAR TELECOM S/A,15/02/2026,"DI + 0,9%",0.648,0.4635,0.5336,0.0452,0.4884,0.5788,10165.213222,100.3064,212,,
ALGAA1,ALGAR TELECOM S/A (*),15/07/2028,"DI + 1,6%",1.0002,0.6301,0.8031,0.13,0.6731,0.9332,1046.814097,102.1318,676.15,,
ALGAA2,ALGAR TELECOM S/A (*),15/01/2029,"DI + 1,55%",1.1051,0.9,0.9929,0.0484,0.9444,1.0414,1041.894257,101.6626,756.39,0.1,
ALGTA3,ALGAR TELECOM S/A (*),17/02/2027,DI + 2%,1.1827,0.8521,1.0444,0.0537,0.9907,1.0983,1025.815217,101.1838,315.8,0.1,
ALMC12,ALUBAR METAIS E CABOS S.A (*) (**),10/06/2027,"DI + 4,8%",4.9805,4,4.5629,0.106,4.4568,4.669,787.668863,100.3241,360.21,0.05,
ALPA12,ALPARGATAS S.A. (*),12/12/2027,"DI + 1,35%",1.3,0.9035,1.1214,0.0372,1.0842,1.1586,1041.096031,100.5908,657.66,,
ALSO15,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2027,"DI + 1,43%",0.9793,0.5243,0.7609,0.0171,0.7438,0.7781,1012.9503,100.8811,334.53,,
ALSO16,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),04/10/2024,"DI + 1,35%",--,--,0.8878,0.0792,0.8085,0.9671,1021.102183,101.018,5,0.1,
ALSO25,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),15/03/2029,"DI + 1,55%",1.1363,0.8462,1.0004,0.0856,0.9148,1.0861,1021.489004,101.7272,796.22,,
ALSR12,ALSOL ENERGIAS RENOVAVEIS S/A (*) (**),15/03/2025,"DI + 2,35%",1.8,1.3061,1.5505,0.0016,1.5489,1.5522,1008.02783,100.3585,115,,
ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),15/01/2027,"DI + 2,3%",2.2,1.8582,2.0298,0.0284,2.0014,2.0583,1030.714927,100.4133,393.12,0.05,
ALUP17,ALUPAR INVESTIMENTO S/A (*) (**),15/10/2025,"DI + 1,4%",0.8575,0.3486,0.6323,0.0674,0.5649,0.6999,1058.053578,100.384,127.31,0.15,
AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),25/04/2029,"DI + 2,75%",2.858,2.0764,2.4877,0.0934,2.3943,2.5811,1055.528443,100.6986,686.9,0.05,
ANHB10,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),21/10/2026,"DI + 1,2%",0.5947,0.2995,0.4502,0.0461,0.4041,0.4965,380.967983,100.7202,243.61,,
ANHBA2,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),04/11/2026,"DI + 1,3%",0.7421,0.2238,0.4971,0.1275,0.3696,0.6246,1058.706654,101.1311,356.55,,
ANHBA3,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),15/09/2027,"DI + 1,2%",0.7561,0.33,0.5702,0.1538,0.4164,0.7241,1017.61092,101.3535,543.1,0.1,
ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",1.215,0.9687,1.0935,0.0308,1.0627,1.1244,1065.019713,102.7564,666.87,0.1,
APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%",1.9762,1.7,1.8227,0.0242,1.7985,1.847,1010.658136,100.6274,491.56,,
APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%",0.83,0.55,0.688,0.0136,0.6744,0.7016,705.04985,100.2548,375.94,,
ARML12,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/11/2028,"DI + 2,5%",1.3,1.1,1.2,0,1.2,1.2,1067.741544,102.2569,443.47,,
ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%",1.2689,1.0804,1.1963,0.029,1.1674,1.2254,1087.908586,103.5249,846.14,,
ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%",1.587,1.2535,1.3892,0.0443,1.3448,1.4336,1026.774781,102.241,1114.52,,
ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%",1.546,1.3,1.4052,0.0776,1.3276,1.4829,1008.741848,100.3164,330.37,,
ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%",2.1641,1.8491,2.0429,0.1962,1.8467,2.2392,1027.785198,101.5511,605.14,,
ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%",2.2587,1.9582,2.1131,0.182,1.9311,2.2953,1067.364495,100.7571,678.04,0.05,
ASAI12,SENDAS DISTRIBUIDORA S/A (*) (**),20/05/2026,"DI + 1,7%",1.2,0.95,1.078,0.0168,1.0612,1.0949,1050.600022,100.6594,10,,
ASAI14,SENDAS DISTRIBUIDORA S/A (*),26/11/2027,"DI + 1,75%",1.2306,0.9554,1.0921,0.0529,1.0392,1.1451,1056.515238,101.4416,556.65,0.1,
ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,1.3695,0.1474,1.222,1.517,1045.552526,101.2458,660.36,,
ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%",1.4625,1.1753,1.3153,0.1539,1.1613,1.4693,998.843305,99.7943,804.71,,
ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%",1.3732,1.1101,1.2406,0.0235,1.217,1.2642,1063.180659,101.7725,635.06,,
ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%",1.5556,1.1681,1.3667,0.0172,1.3495,1.384,1052.231634,101.8652,813.01,,
ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%",1.4111,1.113,1.26,0.016,1.2441,1.2761,1030.232136,99.968,816.92,0.15,
BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",2.1319,1.7268,1.9608,0.0717,1.8892,2.0326,704.327489,100.3749,140.16,,
BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%",0.885,0.6755,0.7904,0.0632,0.7272,0.8537,1068.481751,101.118,430.19,0.05,
BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%",--,--,1.0176,0.2207,0.7969,1.2384,1024.024089,100.4078,312.19,,
BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%",1.3102,0.9904,1.1504,0.0297,1.1207,1.1802,1013.489354,100.1027,527.67,,
BKBR18,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A,15/10/2024,"DI + 1,35%",--,--,1.8605,0.0613,1.7992,1.9218,1053.5127,99.9761,12,,
BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%",2.427,2.05,2.234,0.0459,2.1882,2.28,1046.880408,99.4283,441.29,0.05,
BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,1.0742,0.7694,0.9424,0.0405,0.9019,0.983,1029.291632,101.7662,424.21,,
BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%",1.4123,1.1285,1.3067,0.0906,1.2161,1.3975,1035.500034,101.028,892.51,,
BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%",2.674,2.3672,2.5039,0.1007,2.4032,2.6047,1020.526252,97.535,849.72,,
BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%",2.6576,2.3801,2.4895,0.067,2.4225,2.5566,1018.053136,97.2278,913.05,0.1,
BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,2.6108,1.2081,1.8465,0.3304,1.5161,2.1769,1054.083289,100.646,1078.6,,
BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%",2.8245,2.4919,2.6856,0.2297,2.4559,2.9154,1015.106328,96.852,1115.04,,
BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%",2.5682,2.2754,2.4274,0.0444,2.3831,2.4719,1058.229853,99.9443,524.63,0.1,
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%",2.6896,2.4466,2.5506,0.0411,2.5095,2.5918,1031.170528,102.3022,696.42,0.35,
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%",2.9674,2.6178,2.8248,0.0726,2.7522,2.8975,1028.060479,101.3685,831.07,,
BRKPA3,BRK AMBIENTAL PARTICIPACOES S/A (*),23/08/2029,"DI + 2,93%",3.051,2.6668,2.85,0,2.85,2.85,1014.610297,100.2789,902.76,,
BRMLA0,BR MALLS PARTICIPAÇÕES S/A (*) (**),14/11/2027,"DI + 1,3%",0.8654,0.3465,0.6333,0.2215,0.4118,0.8549,1059.259791,101.4565,552.48,,
BRMLA1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2031,"DI + 0,63%",0.901,0.5912,0.7055,0.0125,0.693,0.7181,1005.88508,99.6634,1132.55,,
BRMLB1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2034,"DI + 0,95%",1.0118,0.7785,0.8808,0.0227,0.8581,0.9037,1013.340576,100.3742,1373.58,,
