Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
LIGH1B,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*),15/01/2025,"DI + 2,6%",--,--,--,--,--,--,325.88296,48.88,N/D,,
LIGHB4,LIGHT SERVIÇOS DE ELETRICIDADE S/A,15/04/2050,"DI + 1,95%",--,--,--,--,--,--,488.8,48.88,N/D,,
LIGHB6,LIGHT SERVICOS DE ELETRICIDADE S/A,15/04/2050,"DI + 1,25%",--,--,--,--,--,--,504.375,50.4375,N/D,,
LIGHC3,LIGHT SERVICOS DE ELETRICIDADE S/A,15/10/2026,"DI + 1,65%",--,--,--,--,--,--,486.95,48.695,N/D,,
LIGHC6,LIGHT SERVICOS DE ELETRICIDADE S/A,15/04/2025,"DI + 1,35%",--,--,--,--,--,--,483.833333,48.3833,N/D,,
LIGHD3,LIGHT SERVICOS DE ELETRICIDADE S/A,15/10/2028,"DI + 1,95%",--,--,--,--,--,--,485.625,48.5625,N/D,,
LIGHA5,LIGHT SERVICOS DE ELETRICIDADE S/A,15/10/2025,"IPCA + 6,8279%",--,--,--,--,--,--,488.8,48.88,N/D,,
LIGHA9,LIGHT SERVIÇOS DE ELETRICIDADE S/A,15/07/2025,"IPCA + 5,8%",--,--,--,--,--,--,461.185714,46.1186,N/D,,
LIGHB0,LIGHT SERVIÇOS DE ELETRICIDADE S/A,15/08/2025,"IPCA + 5,0867%",--,--,--,--,--,--,488.8,48.88,N/D,,
LIGHD2,LIGHT SERVICOS DE ELETRICIDADE S/A,15/04/2031,"IPCA + 4,7543%",--,--,--,--,--,--,487.5,48.75,N/D,,
