Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
AALM11,AURA ALMAS MINERACAO S.A. (*) (**),13/07/2026,"DI + 4,35%",1.941,1.5655,1.76,0.0765,1.6836,1.8366,530.401848,102.9648,293.81,,
AALR13,CENTRO DE IMAGEM DIAGNOSTICOS S/A (*) (**),04/10/2027,"DI + 2,75%",9.8623,6.826,9.1769,1.9424,7.2345,11.1194,933.161978,91.1422,377.98,,
AEGE16,EQUIPAV SANEAMENTO S.A. (*) (**),11/03/2034,"DI + 3,9%",2.9339,2.5866,2.8295,0.5021,2.3274,3.3317,1053.453293,104.7116,1129.17,0.4,
AEGP14,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),05/02/2025,"DI + 1,8%",0.7993,0.427,0.5969,0.4791,0.1178,1.0761,511.071112,100.4255,90,,
AEGP17,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),12/04/2027,"DI + 2,15%",1.6285,1.4,1.4799,0.1066,1.3732,1.5866,1066.838909,100.8718,332.92,,
AEGP19,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),04/10/2028,"DI + 1,9%",2.0189,1.7497,1.8489,0.2004,1.6485,2.0495,1060.707985,100.1198,601.38,,
AEGPA1,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),02/09/2029,"DI + 2,45%",2.4702,2.1747,2.2932,0.0992,2.194,2.3925,1013.635221,100.4713,773.96,,
AEGPA3,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),15/03/2026,DI + 3%,2.1686,1.9219,2.0303,0.2082,1.8221,2.2386,1017.119579,101.2933,342.43,0.4,
AEGPA4,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/10/2028,"DI + 3,47%",2.537,2.2711,2.3936,0.1516,2.242,2.5453,1082.323715,102.5504,608.66,0.05,
AEGPA7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2026,"DI + 2,75%",2.0874,1.8,1.955,0.1251,1.8299,2.0802,1017.915366,101.3804,444.97,,
AEGPA9,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),25/06/2029,"DI + 2,75%",2.447,2.2092,2.3621,0.1742,2.1879,2.5364,1044.541593,101.2088,801.53,0.05,
AEGPB7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),15/09/2028,"DI + 2,95%",2.3932,2.1,2.2129,0.0807,2.1322,2.2937,1024.514227,102.0313,706.3,,
AERI11,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,15/01/2026,"DI + 2,9%",--,8.728,12.8169,1.9189,10.898,14.7359,639.864741,93.4354,183.21,,
AERI12,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,31/07/2026,DI + 2%,--,8.6468,13.4499,2.7598,10.6901,16.2098,891.703334,87.4602,314.1,,
AESB11,AES BRASIL ENERGIA S.A. (*) (**),10/03/2025,"DI + 2,3%",--,1.1108,1.3941,0.4464,0.9476,1.8406,307.747008,100.3926,111,,
AETE11,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A. (*) (**),10/09/2026,"DI + 2,7%",1.9402,1.5,1.7512,0.0035,1.7477,1.7548,657.685375,101.4329,386.64,,
AGAU13,AGASUS S.A. (*),15/03/2027,"DI + 4,5%",4.302,3.7515,3.9977,0.0832,3.9145,4.0809,1012.96955,100.8338,434.47,,
ALGA19,ALGAR TELECOM S/A (*) (**),10/10/2024,"DI + 0,7%",0.8183,--,0.296,0.3199,-0.0238,0.616,1051.691798,100.016,10,,
ALGA28,ALGAR TELECOM S/A,15/02/2026,"DI + 0,9%",0.6927,0.4651,0.557,0.0962,0.4608,0.6533,10158.921619,100.2881,213.01,,
ALGAA1,ALGAR TELECOM S/A (*),15/07/2028,"DI + 1,6%",0.9571,0.5513,0.7474,0.1693,0.5781,0.9168,1047.935768,102.2888,677.87,,
